 -5.0776430877238243E-01 -0.0000000000000000E+00
 -5.0776872183245780E-01  1.6686149999474600E-03
 -5.0778196000241238E-01  3.3376389507502702E-03
 -5.0780402024955418E-01  5.0074809827649345E-03
 -5.0783489751313760E-01  6.6785505854460268E-03
 -5.0787458469496638E-01  8.3512577871349553E-03
 -5.0792307264621839E-01  1.0026013335136559E-02
 -5.0798035015047438E-01  1.1703228876179847E-02
 -5.0804640390292721E-01  1.3383317137358302E-02
 -5.0812121848574221E-01  1.5066692107646495E-02
 -5.0820477633953320E-01  1.6753769220088692E-02
 -5.0829705773091549E-01  1.8444965534756698E-02
 -5.0839804071608763E-01  2.0140699922572426E-02
 -5.0850770110039423E-01  2.1841393250092669E-02
 -5.0862601239381056E-01  2.3547468565352257E-02
 -5.0875294576228625E-01  2.5259351284862504E-02
 -5.0888846997488024E-01  2.6977469381862310E-02
 -5.0903255134661241E-01  2.8702253575918761E-02
 -5.0918515367695016E-01  3.0434137523975353E-02
 -5.0934623818384739E-01  3.2173558012944276E-02
 -5.0951576343323479E-01  3.3920955153940682E-02
 -5.0969368526387049E-01  3.5676772578256827E-02
 -5.0987995670743902E-01  3.7441457635174827E-02
 -5.1007452790378971E-01  3.9215461591714490E-02
 -5.1027734601118935E-01  4.0999239834414898E-02
 -5.1048835511147039E-01  4.2793252073248425E-02
 -5.1070749610992972E-01  4.4597962547763589E-02
 -5.1093470662984697E-01  4.6413840235558154E-02
 -5.1116992090146440E-01  4.8241359063176753E-02
 -5.1141306964527655E-01  5.0080998119532982E-02
 -5.1166407994946106E-01  5.1933241871953376E-02
 -5.1192287514127677E-01  5.3798580384941466E-02
 -5.1218937465224756E-01  5.5677509541757257E-02
 -5.1246349387694046E-01  5.7570531268911450E-02
 -5.1274514402513438E-01  5.9478153763668301E-02
 -5.1303423196717335E-01  6.1400891724655481E-02
 -5.1333066007227834E-01  6.3339266585672682E-02
 -5.1363432603959502E-01  6.5293806752797959E-02
 -5.1394512272172654E-01  6.7265047844879841E-02
 -5.1426293794050959E-01  6.9253532937512408E-02
 -5.1458765429476216E-01  7.1259812810580275E-02
 -5.1491914895973490E-01  7.3284446199466335E-02
 -5.1525729347797422E-01  7.5328000050008337E-02
 -5.1560195354130189E-01  7.7391049777291485E-02
 -5.1595298876359585E-01  7.9474179528361097E-02
 -5.1631025244405093E-01  8.1577982448936132E-02
 -5.1667359132057389E-01  8.3703060954205127E-02
 -5.1704284531296674E-01  8.5850027003779930E-02
 -5.1741784725552520E-01  8.8019502380880132E-02
 -5.1779842261867071E-01  9.0212118975819294E-02
