  0.0000000000000000E+00  5.0845325028343968E-01
 -2.4925977368574010E-02  5.0861711302533086E-01
 -4.9858880523271108E-02  5.0910934431126542E-01
 -7.4805609614862476E-02  5.0993187784222183E-01
 -9.9773012761850008E-02  5.1108795155908560E-01
 -1.2476785811324935E-01  5.1258213043674616E-01
 -1.4979680355759070E-01  5.1442033866660031E-01
 -1.7486636321148721E-01  5.1660990149896235E-01
 -1.9998286974826329E-01  5.1915959709530923E-01
 -2.2515243153283232E-01  5.2207971881901483E-01
 -2.5038088341101206E-01  5.2538214847191522E-01
 -2.7567372985694372E-01  5.2908044106205709E-01
 -3.0103607900780371E-01  5.3318992176428570E-01
 -3.2647256590642959E-01  5.3772779580839947E-01
 -3.5198726302494443E-01  5.4271327209720144E-01
 -3.7758357585019020E-01  5.4816770141584625E-01
 -4.0326412096811504E-01  5.5411473014014656E-01
 -4.2903058368145253E-01  5.6058047037927261E-01
 -4.5488355172431727E-01  5.6759368748991423E-01
 -4.8082232108871803E-01  5.7518600586440483E-01
 -5.0684466934036954E-01  5.8339213381130028E-01
 -5.3294659106235620E-01  5.9225010819623702E-01
 -5.5912198921206613E-01  6.0180155927117940E-01
 -5.8536231519575577E-01  6.1209199576259299E-01
 -6.1165614934260526E-01  6.2317110977657098E-01
 -6.3798871218381814E-01  6.3509310036418132E-01
 -6.6434129550256782E-01  6.4791701361309229E-01
 -6.9069060051292086E-01  6.6170709581574816E-01
 -7.1700796875440542E-01  6.7653315451433160E-01
 -7.4325848937159000E-01  6.9247091991904697E-01
 -7.6939996442372116E-01  7.0960239619109733E-01
 -7.9538171180808570E-01  7.2801618819411584E-01
 -8.2114318339724113E-01  7.4780778432882367E-01
 -8.4661237426355784E-01  7.6907976971506975E-01
 -8.7170399766302042E-01  7.9194193597029572E-01
 -8.9631740016530481E-01  8.1651124381221174E-01
 -9.2033419250618487E-01  8.4291158231737184E-01
 -9.4361557517878447E-01  8.7127325352618756E-01
 -9.6599934453468539E-01  9.0173209287342604E-01
 -9.8729657665636550E-01  9.3442811443970819E-01
 -1.0072880043475629E+00  9.6950354531059790E-01
 -1.0257201296309564E+00  1.0071000858805934E+00
 -1.0423011530435218E+00  1.0473552039494480E+00
 -1.0566968551747373E+00  1.0903972422277073E+00
 -1.0685266390072987E+00  1.1363390953073447E+00
 -1.0773600372847139E+00  1.1852701994146362E+00
 -1.0827141100180218E+00  1.2372465854506114E+00
 -1.0840523037629828E+00  1.2922787856620266E+00
 -1.0807855125243662E+00  1.3503174734875929E+00
 -1.0722762589089849E+00  1.4112368750487052E+00
 -1.0578470813606649E+00  1.4748162416680082E+00
 -1.0367943319393611E+00  1.5407200358665700E+00
 -1.0084086039845193E+00  1.6084779693107472E+00
 -9.7200284652861857E-01  1.6774666304102428E+00
 -9.2694879629391957E-01  1.7468951067154455E+00
 -8.7272158556815382E-01  1.8157976470027157E+00
 -8.0895121467083020E-01  1.8830368624179334E+00
 -7.3547803514415588E-01  1.9473210201745275E+00
 -6.5240762053827539E-01  2.0072383953686197E+00
 -5.6015870912712074E-01  2.0613102150076226E+00
 -4.5949674147117653E-01  2.1080613917414137E+00
 -3.5154541463598227E-01  2.1461051885944484E+00
 -2.3777008113828613E-01  2.1742346778860067E+00
 -1.1992989127493311E-01  2.1915111288128482E+00
 -3.0008336536489547E-16  2.1973381439625932E+00
  1.1992989127493252E-01  2.1915111288128482E+00
  2.3777008113828543E-01  2.1742346778860067E+00
  3.5154541463598177E-01  2.1461051885944484E+00
  4.5949674147117620E-01  2.1080613917414142E+00
  5.6015870912712040E-01  2.0613102150076230E+00
  6.5240762053827495E-01  2.0072383953686197E+00
  7.3547803514415555E-01  1.9473210201745275E+00
  8.0895121467082987E-01  1.8830368624179334E+00
  8.7272158556815338E-01  1.8157976470027160E+00
  9.2694879629391957E-01  1.7468951067154459E+00
  9.7200284652861857E-01  1.6774666304102430E+00
  1.0084086039845195E+00  1.6084779693107476E+00
  1.0367943319393611E+00  1.5407200358665702E+00
  1.0578470813606651E+00  1.4748162416680086E+00
  1.0722762589089851E+00  1.4112368750487052E+00
  1.0807855125243664E+00  1.3503174734875933E+00
  1.0840523037629832E+00  1.2922787856620270E+00
  1.0827141100180220E+00  1.2372465854506125E+00
  1.0773600372847139E+00  1.1852701994146362E+00
  1.0685266390072987E+00  1.1363390953073449E+00
  1.0566968551747373E+00  1.0903972422277077E+00
  1.0423011530435220E+00  1.0473552039494485E+00
  1.0257201296309566E+00  1.0071000858805939E+00
  1.0072880043475632E+00  9.6950354531059846E-01
  9.8729657665636550E-01  9.3442811443970819E-01
  9.6599934453468550E-01  9.0173209287342615E-01
  9.4361557517878447E-01  8.7127325352618767E-01
  9.2033419250618531E-01  8.4291158231737229E-01
  8.9631740016530514E-01  8.1651124381221207E-01
  8.7170399766302031E-01  7.9194193597029583E-01
  8.4661237426355784E-01  7.6907976971506975E-01
  8.2114318339724124E-01  7.4780778432882367E-01
  7.9538171180808603E-01  7.2801618819411584E-01
  7.6939996442372149E-01  7.0960239619109766E-01
  7.4325848937158989E-01  6.9247091991904697E-01
  7.1700796875440542E-01  6.7653315451433160E-01
  6.9069060051292097E-01  6.6170709581574816E-01
  6.6434129550256793E-01  6.4791701361309229E-01
  6.3798871218381825E-01  6.3509310036418143E-01
  6.1165614934260526E-01  6.2317110977657109E-01
  5.8536231519575577E-01  6.1209199576259299E-01
  5.5912198921206635E-01  6.0180155927117940E-01
  5.3294659106235642E-01  5.9225010819623702E-01
  5.0684466934036987E-01  5.8339213381130028E-01
  4.8082232108871842E-01  5.7518600586440483E-01
  4.5488355172431727E-01  5.6759368748991423E-01
  4.2903058368145269E-01  5.6058047037927261E-01
  4.0326412096811515E-01  5.5411473014014678E-01
  3.7758357585019048E-01  5.4816770141584625E-01
  3.5198726302494465E-01  5.4271327209720133E-01
  3.2647256590642948E-01  5.3772779580839947E-01
  3.0103607900780371E-01  5.3318992176428570E-01
  2.7567372985694388E-01  5.2908044106205709E-01
  2.5038088341101222E-01  5.2538214847191533E-01
  2.2515243153283260E-01  5.2207971881901494E-01
  1.9998286974826365E-01  5.1915959709530923E-01
  1.7486636321148719E-01  5.1660990149896224E-01
  1.4979680355759073E-01  5.1442033866660042E-01
  1.2476785811324949E-01  5.1258213043674627E-01
  9.9773012761850258E-02  5.1108795155908560E-01
  7.4805609614862809E-02  5.0993187784222171E-01
  4.9858880523271067E-02  5.0910934431126542E-01
  2.4925977368574048E-02  5.0861711302533086E-01
