  1.0903695324779032E+000  0.0000000000000000E+000
  1.0903660357555485E+000  0.0000000000000000E+000
  1.0903555208250666E+000  0.0000000000000000E+000
  1.0903379132210977E+000  6.9388939039072284E-017
  1.0903130882497922E+000  2.7755575615628914E-017
  1.0902808701071309E+000  0.0000000000000000E+000
  1.0902410306358983E+000  5.5511151231257827E-017
  1.0901932877125926E+000 -2.7755575615628914E-017
  1.0901373032529418E+000  2.7755575615628914E-017
  1.0900726808220049E+000 -5.5511151231257827E-017
  1.0899989628321114E+000 -1.1102230246251565E-016
  1.0899156273089505E+000  1.1102230246251565E-016
  1.0898220842031483E+000 -1.1102230246251565E-016
  1.0897176712214922E+000  1.6653345369377348E-016
  1.0896016491485760E+000  0.0000000000000000E+000
  1.0894731966261533E+000  2.2204460492503131E-016
  1.0893314043536737E+000  1.1102230246251565E-016
  1.0891752686694920E+000  0.0000000000000000E+000
  1.0890036844679489E+000  5.5511151231257827E-017
  1.0888154374029473E+000  0.0000000000000000E+000
  1.0886091953237380E+000 -1.6653345369377348E-016
  1.0883834988833707E+000 -5.5511151231257827E-017
  1.0881367512546070E+000  0.0000000000000000E+000
  1.0878672068820177E+000  1.1102230246251565E-016
  1.0875729591924492E+000  2.2204460492503131E-016
  1.0872519271790102E+000  0.0000000000000000E+000
  1.0869018407661426E+000 -2.2204460492503131E-016
  1.0865202248552110E+000 -2.2204460492503131E-016
  1.0861043819412415E+000  3.3306690738754696E-016
  1.0856513731820006E+000  1.1102230246251565E-016
  1.0851579977904411E+000  1.1102230246251565E-016
  1.0846207706105906E+000  0.0000000000000000E+000
  1.0840358977252145E+000  0.0000000000000000E+000
  1.0833992499309466E+000 -3.3306690738754696E-016
  1.0827063339030349E+000  1.1102230246251565E-016
  1.0819522608573027E+000  1.1102230246251565E-016
  1.0811317125014026E+000 -1.1102230246251565E-016
  1.0802389040507507E+000  1.1102230246251565E-016
  1.0792675440668189E+000  0.0000000000000000E+000
  1.0782107908565017E+000  1.1102230246251565E-016
  1.0770612051511610E+000  3.3306690738754696E-016
  1.0758106987625899E+000 -5.5511151231257827E-017
