rho      	     0.91
beta     	     0.64
n_coeff  	      255  
n_fft    	     1024  
f0p_inf  	    67.61
f0p_h0   	    20.39
f0p_h1   	    67.25
f0m      	     0.45
q1m      	     3.74
q0_inf   	     0.74
q0_h1    	     0.61
q0tn_h1  	     0.41
r0tn_inf 	 3.27e-07
r0tn_h1  	 3.04e-07
K_inf    	     2.03
K_1      	     0.80
K_2      	     1.62
beta1    	     0.54
beta2    	     3.55
beta3    	     4.57
beta4    	   347.37
beta5    	   104.22
beta6    	  7156.32
