rho      	     0.90
beta     	     0.63
n_coeff  	      255  
n_fft    	     1024  
f0p_inf  	    56.90
f0p_h0   	    17.72
f0p_h1   	    55.39
f0m      	     0.44
q1m      	     3.50
q0_inf   	     0.79
q0_h1    	     0.65
q0tn_h1  	     0.42
r0tn_inf 	 2.99e-08
r0tn_h1  	 2.74e-08
K_inf    	     2.03
K_1      	     0.78
K_2      	     1.53
beta1    	     0.58
beta2    	     3.35
beta3    	     4.57
beta4    	   293.75
beta5    	    91.20
beta6    	  5263.67
