rho      	     0.92
beta     	     0.66
n_coeff  	      255  
n_fft    	     1024  
f0p_inf  	    81.87
f0p_h0   	    23.85
f0p_h1   	    83.45
f0m      	     0.45
q1m      	     4.03
q0_inf   	     0.69
q0_h1    	     0.58
q0tn_h1  	     0.39
r0tn_inf 	 3.55e-06
r0tn_h1  	 3.37e-06
K_inf    	     2.04
K_1      	     0.82
K_2      	     1.72
beta1    	     0.51
beta2    	     3.78
beta3    	     4.56
beta4    	   418.15
beta5    	   120.90
beta6    	 10063.14
