rho      	     0.88
beta     	     0.60
n_coeff  	      255  
n_fft    	     1024  
f0p_inf  	    42.05
f0p_h0   	    13.87
f0p_h1   	    39.49
f0m      	     0.44
q1m      	     3.11
q0_inf   	     0.87
q0_h1    	     0.71
q0tn_h1  	     0.46
r0tn_inf 	 2.43e-10
r0tn_h1  	 2.17e-10
K_inf    	     2.01
K_1      	     0.75
K_2      	     1.39
beta1    	     0.65
beta2    	     3.04
beta3    	     4.56
beta4    	   218.70
beta5    	    72.25
beta6    	  3074.92
